day,mont,year,credited,debited,type,week_day,perc_remain
3,2,2023,14106733.6,11327731.03,N,5,0.196998302
4,2,2023,4448967.229,2591862.114,N,6,0.417423869
5,2,2023,158635.6666,-119158.0856,N,7,1.751143095
6,2,2023,14488019.76,11451188.8,N,1,0.209609802
7,2,2023,11903669.49,8936759.843,N,2,0.249243281
8,2,2023,11519096.15,9065566.131,N,3,0.212996748
9,2,2023,12100795.76,9541827.217,N,4,0.211471096
10,2,2023,14806044.74,11741561.59,N,5,0.206975138
11,2,2023,434553.9702,-108298.457,N,6,1.249217507
12,2,2023,148277.8792,-92215.42486,N,7,1.621909521
13,2,2023,15148897.34,12036060.24,N,1,0.205482751
14,2,2023,13257117.5,10604730.07,N,2,0.20007271
15,2,2023,12063857.12,9200554.752,P,3,0.237345514
16,2,2023,12712582.94,10010779.16,N,4,0.212529884
17,2,2023,15822445.53,12391311.07,N,5,0.216852347
18,2,2023,1592636.69,698194.914,N,6,0.561610681
19,2,2023,134510.7615,-102160.4826,N,7,1.759496723
20,2,2023,14084131.88,11359520,N,1,0.193452596
21,2,2023,11821290.4,9060041.352,N,2,0.23358271
22,2,2023,11333329.74,8821531.931,N,3,0.221629289
23,2,2023,12500672.4,9910902.652,N,4,0.207170436
24,2,2023,15242445.96,12003169.64,N,5,0.212516832
25,2,2023,507750.2271,-65254.02476,N,6,1.128515993
26,2,2023,148669.9041,-110187.1527,N,7,1.741153049
27,2,2023,17067835.39,13081775.28,N,1,0.233542217
28,2,2023,21776070.65,16394565.82,P,2,0.247129287
1,3,2023,15670223.83,12005345.48,N,3,0.233875303
2,3,2023,14675008.77,11717828.42,N,4,0.201511318
3,3,2023,13973754.93,10987376.59,N,5,0.213713376
4,3,2023,4876290.481,2727220.583,N,6,0.440718186
5,3,2023,184264.549,-159341.784,N,7,1.864744656
6,3,2023,16264069.78,12736419.9,N,1,0.216898349
7,3,2023,2850173.695,983782.1933,N,2,0.654834302
8,3,2023,11477841.94,9682625.979,N,3,0.156407099
9,3,2023,12613447.79,9950707.095,N,4,0.211103319
